,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Mar-2020,64.8,47.1,14.5,2.9,2.0,12.8,3.9,8.9
Jun-2020,49.2,37.3,11.4,3.0,1.5,7.4,2.1,5.3
Sep-2020,73.5,49.2,24.1,3.1,1.4,19.8,5.9,13.9
Dec-2020,55.4,37.7,17.5,3.3,2.0,12.4,3.6,8.9
Mar-2021,69.8,39.1,30.1,3.2,2.2,25.2,7.2,18.0
Jun-2021,56.6,39.6,14.5,3.3,1.2,12.5,3.8,8.7
Sep-2021,93.9,61.9,29.4,3.5,1.4,27.1,8.1,19.1
Dec-2021,79.2,55.3,22.8,3.7,1.5,18.7,5.4,13.3
Mar-2022,101.0,70.9,27.7,3.8,2.6,23.8,4.0,19.8
Jun-2022,94.8,66.0,25.0,4.0,2.4,22.4,6.0,16.4
