,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,177.0,116.5,44.0,5.7,0.5,54.3,-9.2,63.5
Mar-2020,183.1,111.7,54.1,5.8,1.7,57.0,17.0,40.0
Jun-2020,184.7,76.0,75.3,4.3,1.9,102.5,26.0,76.5
Sep-2020,182.8,78.9,82.9,4.3,1.7,97.9,23.4,74.5
Dec-2020,197.4,84.2,88.7,3.8,1.6,107.8,26.3,81.5
Mar-2021,185.3,92.6,86.4,3.5,1.5,87.8,33.6,54.2
Jun-2021,210.7,91.4,89.7,3.2,1.4,114.7,24.0,90.7
Sep-2021,213.0,97.3,84.3,2.8,1.4,111.5,26.4,85.1
Dec-2021,209.3,107.6,79.8,3.0,1.3,97.4,23.1,74.3
Mar-2022,225.6,142.4,58.3,2.9,1.3,79.0,19.3,59.7
Jun-2022,210.6,153.5,59.8,3.5,1.2,52.4,3.5,48.9
