,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,5424.3,5245.7,111.0,6.5,19.7,152.3,36.6,115.7
Mar-2020,4561.9,4311.6,91.5,6.6,20.0,223.7,46.6,177.1
Jun-2020,3444.6,3371.0,62.0,7.3,29.1,37.2,10.0,27.1
Sep-2020,5257.3,5132.0,89.2,7.0,10.1,108.2,20.9,87.3
Dec-2020,7722.6,7548.9,165.3,6.8,1.7,165.3,131.9,33.4
Mar-2021,6367.3,6202.0,150.4,6.8,1.5,157.0,41.5,115.5
Jun-2021,5366.9,5224.3,135.6,9.1,3.2,130.3,34.7,95.6
Sep-2021,7250.6,6617.7,173.6,9.0,1.5,622.3,43.7,578.6
Dec-2021,7098.2,6905.3,183.4,5.9,1.1,185.9,48.5,137.4
Mar-2022,7790.7,7617.3,161.6,6.2,1.3,165.9,42.4,123.5
Jun-2022,7616.4,7404.8,206.8,5.8,3.2,202.6,52.7,149.8
