,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,203.2,175.8,8.2,3.8,0.0,25.8,6.2,19.7
Mar-2020,207.8,180.3,11.3,3.8,0.0,26.4,-1.9,28.3
Jun-2020,61.2,44.4,0.1,3.9,0.0,12.9,3.7,9.2
Sep-2020,65.1,46.8,1.5,4.7,0.0,13.5,3.3,10.2
Dec-2020,72.6,51.0,4.1,4.1,0.0,17.5,3.3,14.2
Mar-2021,96.7,71.2,8.3,2.1,0.0,23.4,5.7,17.7
Jun-2021,132.1,102.2,28.8,3.5,0.0,26.3,6.2,20.2
Sep-2021,186.1,150.8,35.3,3.9,0.0,31.4,7.6,23.8
Dec-2021,186.8,147.2,39.4,4.0,0.0,34.2,7.6,26.6
Mar-2022,189.7,149.4,39.2,4.0,0.0,36.0,7.2,28.8
Jun-2022,218.3,208.3,8.3,3.9,0.0,6.0,1.8,4.3
