,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,673.8,561.2,94.4,38.8,4.0,69.8,10.0,59.8
Mar-2020,639.6,541.8,79.9,47.6,2.9,47.4,35.5,11.9
Jun-2020,482.6,391.2,78.5,42.3,3.1,46.0,14.0,32.0
Sep-2020,666.4,533.6,104.6,43.2,1.8,87.8,21.4,66.4
Dec-2020,667.6,571.6,78.6,44.6,1.9,49.5,16.0,33.5
Mar-2021,680.3,574.9,96.5,44.2,8.7,52.5,17.5,35.0
Jun-2021,731.7,589.5,127.0,46.8,2.3,93.1,29.6,63.5
Sep-2021,847.3,683.3,142.4,48.7,1.3,113.9,38.9,75.0
Dec-2021,1077.6,708.6,366.4,50.0,1.4,317.7,115.9,201.8
Mar-2022,1148.5,791.1,350.4,52.2,1.2,303.9,82.2,221.7
Jun-2022,1134.2,746.6,381.8,49.8,1.6,336.3,114.2,222.1
