,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,4126.4,3762.2,363.3,121.2,21.1,145.7,24.7,121.1
Mar-2020,3506.5,3236.6,244.8,124.3,23.5,89.8,16.0,73.9
Jun-2020,1434.3,1480.5,-48.8,91.1,52.3,-189.6,-50.5,-139.1
Sep-2020,4616.6,4175.4,430.1,133.1,40.7,267.4,71.2,196.2
Dec-2020,5403.7,4880.2,511.1,132.9,29.1,361.5,95.9,265.6
Mar-2021,5328.9,4785.8,536.1,136.6,19.5,386.9,97.7,289.2
Jun-2021,3935.9,3660.6,273.8,143.1,30.0,72.2,19.0,53.1
Sep-2021,5622.9,5056.5,562.9,154.4,35.0,376.9,99.3,277.6
Dec-2021,5712.2,5138.2,568.3,154.6,27.9,391.4,103.1,288.3
Mar-2022,5538.5,4973.5,556.8,159.3,33.0,372.7,98.2,274.5
Jun-2022,6030.9,5409.2,599.5,152.0,37.6,432.1,111.5,320.5
