,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,210.0,162.7,37.6,5.0,0.7,41.6,10.0,31.6
Mar-2020,156.4,137.9,14.5,4.9,0.8,12.7,2.9,9.8
Jun-2020,169.3,128.3,36.4,5.1,0.3,35.6,9.3,26.4
Sep-2020,188.6,136.5,47.2,5.2,0.2,46.7,7.2,39.4
Dec-2020,179.3,140.6,33.1,5.0,0.3,33.5,8.6,24.9
Mar-2021,179.4,151.7,23.0,4.9,0.3,22.4,5.8,16.5
Jun-2021,187.7,148.4,33.8,5.0,0.2,34.1,8.8,25.3
Sep-2021,193.8,150.9,35.5,5.0,0.1,226.6,60.6,166.1
Dec-2021,224.3,176.6,40.2,5.0,0.0,42.6,11.3,31.3
Mar-2022,232.2,190.3,35.6,5.1,0.4,36.4,9.6,26.8
Jun-2022,251.4,203.6,40.9,4.7,0.2,42.8,10.9,31.9
