,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,66.5,42.2,19.3,2.2,0.2,21.8,4.3,17.5
Mar-2020,69.7,45.5,22.9,2.3,0.4,21.6,5.6,16.0
Jun-2020,62.1,38.2,23.2,2.1,0.0,21.7,6.4,15.3
Sep-2020,74.1,43.7,28.6,2.2,0.0,28.2,8.1,20.1
Dec-2020,80.9,52.3,26.9,2.2,0.0,26.4,6.1,20.3
Mar-2021,73.2,48.7,21.9,2.4,0.0,22.1,6.8,15.2
Jun-2021,73.7,46.3,26.4,2.3,0.0,25.1,6.5,18.5
Sep-2021,66.8,47.3,17.6,2.3,0.0,17.2,4.4,12.8
Dec-2021,65.5,51.2,13.2,2.5,0.0,11.8,3.0,8.8
Mar-2022,75.9,55.4,15.4,2.5,0.1,18.0,3.6,14.4
Jun-2022,73.4,60.6,11.5,2.4,0.0,10.3,2.5,7.8
