,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1894.3,1347.9,505.0,42.4,18.4,485.6,151.7,333.9
Mar-2020,1765.6,1772.9,-48.3,51.7,83.7,-256.4,39.3,-295.7
Jun-2020,1125.3,990.2,122.3,44.7,1.5,88.8,24.6,64.3
Sep-2020,1616.9,1235.7,344.8,37.1,2.1,244.9,73.0,171.9
Dec-2020,2120.7,1410.9,678.3,32.9,1.2,675.7,206.3,469.4
Mar-2021,2002.3,1278.7,541.9,31.0,47.8,615.3,177.8,437.4
Jun-2021,1642.3,1192.0,417.4,28.3,0.8,417.5,105.6,311.9
Sep-2021,1857.4,1376.5,447.1,27.9,1.3,437.7,111.4,326.3
Dec-2021,1984.5,1432.5,532.4,25.3,1.2,510.0,131.1,379.0
Mar-2022,2146.3,1564.2,549.0,29.1,37.1,421.8,100.1,321.7
Jun-2022,1790.4,1423.8,239.4,41.7,7.7,302.3,53.4,248.9
