,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,2913.3,1999.0,849.3,432.2,74.1,407.9,98.0,309.9
Mar-2020,3315.3,2138.7,1078.9,436.2,72.6,667.8,79.7,588.1
Jun-2020,2450.2,1625.2,700.6,271.4,70.6,483.1,112.3,370.8
Sep-2020,3124.8,2034.3,988.0,278.6,62.7,749.0,201.8,547.2
Dec-2020,3416.2,2220.5,1089.0,290.6,58.5,846.6,220.4,626.2
Mar-2021,4055.2,2753.7,1177.2,299.3,55.3,946.9,179.3,767.6
Jun-2021,3588.7,2436.0,1013.5,232.5,53.5,866.7,204.9,661.7
Sep-2021,3355.8,2307.7,898.2,250.5,55.6,742.0,164.3,577.7
Dec-2021,3661.9,2726.2,825.5,252.1,55.1,628.4,136.4,492.0
Mar-2022,4236.9,3188.2,910.6,301.3,53.5,693.8,48.6,645.2
Jun-2022,4181.1,3383.9,818.8,327.9,57.3,412.0,96.4,315.6
