,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1170.9,997.1,163.8,49.7,2.4,121.6,31.3,90.2
Mar-2020,1139.0,988.1,136.3,52.2,1.7,97.0,25.1,71.9
Jun-2020,360.3,353.6,2.6,46.5,2.0,-41.8,-9.9,-31.9
Sep-2020,1292.7,1057.0,232.2,54.0,1.4,180.3,45.9,134.4
Dec-2020,1532.0,1268.8,260.1,52.5,1.0,198.5,47.9,150.5
Mar-2021,1601.5,1362.1,236.7,50.4,0.3,188.7,49.6,139.1
Jun-2021,1157.8,998.2,153.8,50.2,0.3,77.7,20.9,56.8
Sep-2021,1505.7,1288.7,212.5,51.3,0.5,165.1,42.8,122.4
Dec-2021,1493.9,1324.0,165.5,50.4,0.6,119.0,31.2,87.8
Mar-2022,1564.1,1357.6,196.8,51.9,0.4,154.2,39.5,114.7
Jun-2022,1620.1,1441.9,174.2,57.1,0.8,110.1,29.1,80.9
