,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1333.5,1090.1,238.9,17.9,13.9,211.6,52.4,159.2
Mar-2020,1071.6,833.7,228.6,18.0,18.5,201.4,51.3,150.1
Jun-2020,773.2,580.5,183.5,17.7,8.4,166.6,40.6,126.0
Sep-2020,1135.9,912.2,221.0,18.0,3.1,202.5,52.4,150.1
Dec-2020,1137.3,919.9,200.8,18.0,4.5,194.8,49.1,145.7
Mar-2021,976.8,764.4,209.6,18.1,7.5,186.8,48.3,138.5
Jun-2021,1030.8,822.5,193.4,18.3,3.6,186.4,45.3,141.1
Sep-2021,1059.2,855.1,198.6,18.6,1.7,183.8,47.2,136.6
Dec-2021,1168.6,1045.2,108.3,18.8,4.2,100.4,27.0,73.4
Mar-2022,994.4,824.9,162.5,18.5,3.9,147.2,38.2,109.0
Jun-2022,1239.2,996.7,231.5,18.6,2.0,221.8,57.4,164.5
