,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,36039.0,7896.8,6276.1,0.0,15196.8,9901.9,2485.4,7416.5
Mar-2020,35917.6,8277.8,6926.2,0.0,14681.0,9174.3,2246.6,6927.7
Jun-2020,34453.3,6911.5,8754.0,0.0,14712.5,8937.8,2279.1,6658.6
Sep-2020,36069.4,8055.1,7721.3,0.0,14200.6,10110.3,2597.2,7513.1
Dec-2020,37522.9,8574.8,7742.8,0.0,13762.1,11771.9,3013.6,8758.3
Mar-2021,38017.5,9181.3,7938.9,0.0,13303.4,10839.1,2652.6,8186.5
Jun-2021,36771.5,8160.4,8848.5,0.0,13474.0,10306.2,2576.6,7729.6
Sep-2021,38754.2,9277.9,8406.5,0.0,13669.0,11882.6,3048.3,8834.3
Dec-2021,40651.6,9851.1,8592.4,0.0,14024.6,13782.0,3439.8,10342.2
Mar-2022,41085.8,10152.8,8720.0,0.0,14576.0,13044.7,2989.5,10055.2
Jun-2022,41560.3,10501.8,8979.6,0.0,15690.6,12180.1,2984.1,9196.0
