,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,13552.3,8299.4,5180.3,5226.4,2544.3,-5239.8,-1851.7,-3388.1
Mar-2020,15088.2,9048.0,5943.4,5165.5,3121.5,-10038.9,-3156.0,-6882.9
Jun-2020,15660.1,8898.2,6151.0,5314.3,2791.6,-12941.1,3520.7,-16461.8
Sep-2020,16398.1,9206.3,6805.1,5487.6,2868.8,-1164.6,-318.6,-846.0
Dec-2020,17016.7,9511.0,7424.8,5635.7,2968.7,-4845.0,3501.1,-8346.1
Mar-2021,17638.9,8726.3,7603.2,5559.9,3187.6,485.5,29.2,456.3
Jun-2021,17114.7,8266.4,7847.8,5759.3,3672.7,-583.7,-147.6,-436.1
Sep-2021,17162.3,8534.6,8569.8,6144.2,3383.7,-178.1,-45.3,-132.8
Dec-2021,18044.3,8958.9,8969.6,6322.7,3541.5,-778.8,-190.9,-587.9
Mar-2022,19743.4,9791.2,9703.6,6366.2,3547.9,-2693.6,-225.4,-2468.2
Jun-2022,21263.7,9990.6,10196.8,6540.3,4191.7,541.1,134.6,406.5
