,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,548.2,244.4,303.6,0.0,0.0,303.8,1.3,302.5
Mar-2020,986.8,804.3,171.6,0.0,0.0,171.7,-7.8,179.5
Jun-2020,773.7,434.0,311.0,0.0,0.0,311.2,23.6,287.6
Sep-2020,622.6,291.7,329.5,0.0,0.0,329.9,26.7,303.2
Dec-2020,28760.8,28411.2,46.5,0.0,0.0,345.2,45.2,305.6
Mar-2021,19897.4,19666.5,-387.9,0.0,0.0,228.3,109.6,63.8
Jun-2021,17123.2,17481.2,-1262.5,0.0,0.0,-350.1,-30.1,-185.7
Sep-2021,23459.0,22916.2,244.5,0.0,0.0,542.9,56.1,444.6
Dec-2021,9983.8,9458.8,349.4,0.0,0.0,404.3,47.4,310.6
Mar-2022,14012.1,13590.1,-620.3,0.0,0.0,389.9,129.3,184.7
Jun-2022,-1286.1,-1586.5,-26.9,0.0,0.0,298.7,44.1,155.7
