,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1702.5,1234.0,429.4,31.8,3.4,433.4,103.0,330.4
Mar-2020,1335.1,1033.4,285.2,35.7,3.7,225.3,65.7,159.6
Jun-2020,792.0,677.0,95.4,34.8,3.4,76.9,20.2,56.7
Sep-2020,1652.7,1158.4,471.9,35.9,3.0,455.0,116.2,338.8
Dec-2020,1976.2,1384.0,572.7,37.1,6.2,548.9,139.4,409.4
Mar-2021,1868.9,1449.3,407.7,39.3,4.4,375.9,99.3,276.5
Jun-2021,1728.1,1326.6,299.5,40.5,6.2,354.8,66.3,288.5
Sep-2021,2229.8,1734.4,479.0,44.3,8.7,442.4,103.0,339.4
Dec-2021,2422.8,1938.2,478.1,44.4,6.7,433.5,111.0,322.5
Mar-2022,2189.9,1742.3,342.1,45.9,4.9,396.8,78.6,318.2
Jun-2022,2800.4,2302.5,487.2,50.4,4.4,443.1,109.7,333.4
