,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,978.8,763.2,64.7,11.6,35.8,168.2,0.0,168.2
Mar-2020,662.9,581.0,69.5,9.5,35.9,36.5,0.0,36.5
Jun-2020,173.8,224.9,-59.9,10.5,40.7,-102.3,0.0,-102.3
Sep-2020,511.6,511.5,-77.5,11.4,44.7,-56.0,0.0,-56.0
Dec-2020,507.0,487.5,9.4,10.8,40.5,-31.8,0.0,-31.8
Mar-2021,1331.1,1087.1,179.2,9.0,33.6,201.3,0.0,201.3
Jun-2021,241.4,273.7,-44.2,10.6,45.1,-87.9,0.0,-87.9
Sep-2021,362.8,359.1,-6.6,14.5,45.0,-55.8,0.0,-55.8
Dec-2021,144.0,175.1,-37.7,11.8,49.7,-92.6,0.0,-92.6
Mar-2022,1367.0,944.2,197.3,13.0,52.4,357.4,0.0,357.4
Jun-2022,188.3,230.2,-63.9,12.0,45.6,-99.5,0.0,-99.5
