,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,69.4,12.0,47.7,4.1,-0.0,53.3,11.0,42.3
Mar-2020,79.4,15.2,54.2,4.5,0.5,59.1,11.9,47.2
Jun-2020,80.5,17.4,48.9,4.4,0.5,58.2,15.3,42.9
Sep-2020,79.4,13.2,57.5,4.1,0.5,61.6,14.9,46.7
Dec-2020,95.7,12.9,72.1,4.0,0.5,78.3,18.2,60.1
Mar-2021,101.8,14.2,80.8,3.4,0.5,83.7,19.9,63.8
Jun-2021,102.4,13.9,76.6,4.0,0.5,84.0,20.4,63.6
Sep-2021,121.1,13.4,95.8,4.1,0.5,103.1,25.0,78.1
Dec-2021,126.7,16.1,98.1,4.1,0.5,106.0,26.1,79.9
Mar-2022,127.8,16.7,95.1,4.1,0.5,106.5,25.7,80.9
Jun-2022,113.4,17.3,81.0,4.2,0.5,91.3,22.7,68.6
