,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1677.0,1371.0,277.0,110.0,117.0,214.0,38.0,176.0
Mar-2020,1632.0,1332.0,251.0,121.0,170.0,306.0,56.0,250.0
Jun-2020,1619.0,1357.0,228.0,117.0,136.0,154.0,20.0,134.0
Sep-2020,2003.0,1651.0,338.0,113.0,121.0,199.0,-29.0,228.0
Dec-2020,1687.0,1360.0,299.0,116.0,117.0,208.0,26.0,182.0
Mar-2021,1792.0,1378.0,310.0,117.0,128.0,286.0,16.0,270.0
Jun-2021,2040.0,1620.0,311.0,118.0,127.0,175.0,37.0,138.0
Sep-2021,2218.0,1672.0,419.0,116.0,124.0,306.0,71.0,235.0
Dec-2021,1921.0,1450.0,212.0,117.0,123.0,231.0,47.0,184.0
Mar-2022,2016.0,1434.0,176.0,120.0,130.0,332.0,73.0,259.0
Jun-2022,2380.0,1953.0,394.0,120.0,134.0,173.0,35.0,138.0
