,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,267.2,197.0,55.2,27.3,4.2,38.7,13.7,24.9
Mar-2020,255.5,197.0,43.7,25.8,3.7,29.1,198.3,-169.2
Jun-2020,196.5,131.3,45.7,25.3,3.6,36.3,9.5,26.8
Sep-2020,211.7,137.2,48.6,25.4,3.3,45.8,12.0,33.8
Dec-2020,245.9,162.9,63.7,25.1,3.0,55.0,14.3,40.6
Mar-2021,254.7,191.2,41.7,28.0,3.0,32.5,7.8,24.6
Jun-2021,216.9,143.8,52.9,27.8,4.3,40.9,10.6,30.3
Sep-2021,265.2,176.2,61.4,28.5,5.6,54.9,14.3,40.6
Dec-2021,284.5,199.6,67.7,30.7,5.6,48.7,12.7,36.0
Mar-2022,304.1,206.5,52.5,32.9,5.7,59.0,14.5,44.5
Jun-2022,304.2,220.0,67.8,32.4,6.4,45.4,11.8,33.6
