,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,7988.7,6556.6,1142.5,166.9,15.7,1249.5,326.3,923.2
Mar-2020,8829.6,7113.2,458.7,172.0,26.9,1517.5,125.7,1391.8
Jun-2020,7436.2,6147.4,1017.3,168.6,18.3,1101.9,247.7,854.2
Sep-2020,7561.4,6118.3,1286.1,170.1,15.4,1257.6,296.1,961.5
Dec-2020,7851.3,6030.8,1534.2,165.9,14.8,1639.8,384.2,1255.6
Mar-2021,7713.8,6014.1,1492.7,157.7,14.7,1527.3,359.5,1167.8
Jun-2021,8171.2,6673.5,1258.0,153.5,18.1,1326.1,339.9,986.2
Sep-2021,9114.9,6938.5,1526.4,157.6,14.5,2004.3,444.8,1559.5
Dec-2021,9416.7,7486.7,1524.1,153.3,13.7,1763.0,433.5,1329.5
Mar-2022,9546.3,8142.2,1176.7,195.5,17.3,1191.3,153.3,1038.0
Jun-2022,10083.7,8726.8,1238.3,186.0,25.1,1145.8,263.6,882.2
