,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Mar-2020,39.5,31.8,-0.2,0.2,0.7,6.8,1.9,4.9
Jun-2020,12.0,8.2,-4.7,0.2,0.0,3.6,1.0,2.6
Sep-2020,22.3,12.7,-2.8,0.2,0.5,8.9,2.7,6.2
Dec-2020,47.3,17.0,18.8,0.2,0.8,29.3,7.0,22.3
Mar-2021,69.3,24.5,32.9,0.2,1.9,42.8,11.6,31.2
Jun-2021,34.8,13.4,5.3,0.2,0.1,21.2,5.4,15.7
Sep-2021,59.8,22.8,20.9,0.2,0.3,36.5,9.3,27.3
Dec-2021,89.0,34.2,51.5,0.2,0.5,54.0,13.8,40.3
Mar-2022,63.9,29.6,29.5,0.2,0.7,33.3,9.4,23.9
Jun-2022,87.7,42.2,41.5,0.3,0.2,45.0,11.3,33.7
