,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,847.6,560.2,258.9,41.5,1.6,244.4,58.3,186.1
Mar-2020,779.6,508.8,243.8,44.0,2.1,224.7,58.1,166.6
Jun-2020,302.0,197.5,80.0,42.3,1.5,60.7,15.5,45.2
Sep-2020,567.4,327.9,221.1,42.5,2.0,195.0,50.7,144.3
Dec-2020,686.8,349.7,316.7,44.1,1.7,291.3,74.1,217.2
Mar-2021,801.2,467.9,316.2,44.8,1.9,286.6,73.8,212.8
Jun-2021,685.5,362.9,304.0,45.3,1.7,275.6,71.6,204.1
Sep-2021,930.2,605.8,301.8,47.3,2.0,275.1,70.8,204.3
Dec-2021,1144.7,1019.8,103.1,48.2,1.5,75.2,18.4,56.8
Mar-2022,1210.3,972.1,215.5,55.5,2.3,180.4,48.6,131.8
Jun-2022,1613.2,1307.6,285.6,53.7,2.3,249.6,64.4,185.2
