,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,162.6,96.7,57.5,5.3,0.0,60.6,13.0,47.6
Mar-2020,133.1,61.6,38.5,5.7,0.1,65.8,15.7,50.1
Jun-2020,123.8,62.3,57.5,5.4,0.1,56.0,14.0,42.0
Sep-2020,120.2,60.7,56.2,5.4,0.0,54.0,12.7,41.3
Dec-2020,127.1,66.2,57.0,5.6,0.0,55.3,13.8,41.5
Mar-2021,130.2,79.6,43.3,6.0,0.0,44.6,13.2,31.5
Jun-2021,146.8,71.2,56.3,6.2,0.0,69.4,14.9,54.5
Sep-2021,178.8,89.0,71.4,6.3,0.0,83.5,18.3,65.2
Dec-2021,136.8,74.7,53.5,6.3,0.0,55.7,16.6,39.1
Mar-2022,122.2,73.5,38.4,7.0,0.0,41.7,12.7,29.0
Jun-2022,151.4,70.3,46.1,6.4,0.0,74.7,11.5,63.2
