,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1860.0,867.3,927.8,387.3,155.6,451.5,47.8,403.7
Mar-2020,2298.6,1354.2,559.4,385.8,151.2,448.1,65.2,382.9
Jun-2020,2604.8,1098.2,1420.7,330.3,146.7,879.9,157.4,722.5
Sep-2020,2980.2,981.3,1572.8,333.2,146.2,1555.6,257.1,1298.5
Dec-2020,2294.5,914.2,1178.0,334.9,141.7,945.3,137.2,808.1
Mar-2021,1777.9,908.2,433.3,236.1,215.0,532.7,128.5,404.2
Jun-2021,2373.3,890.9,1279.3,279.1,134.1,1115.1,202.8,912.3
Sep-2021,2916.7,949.5,1796.0,280.3,134.1,1589.3,284.5,1304.8
Dec-2021,2082.6,752.6,1179.8,286.5,130.4,-514.3,-1274.8,760.6
Mar-2022,2007.5,1082.1,423.6,280.3,133.1,586.4,26.3,560.1
Jun-2022,2810.8,1187.5,1406.9,287.4,136.7,1227.2,177.6,1049.6
