,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,2436.6,2091.6,319.8,92.5,2.1,228.6,32.6,195.9
Mar-2020,2071.9,1784.9,270.2,93.9,3.7,189.5,21.5,168.0
Jun-2020,1554.7,1399.2,148.5,91.4,1.4,62.7,18.8,44.0
Sep-2020,2768.2,2361.4,392.0,95.3,6.3,305.2,76.4,228.8
Dec-2020,2821.1,2398.2,402.8,95.2,7.6,320.0,78.6,241.4
Mar-2021,2962.4,2526.5,412.3,97.4,8.5,330.0,85.8,244.1
Jun-2021,2501.6,2225.8,260.6,100.9,10.9,163.9,38.5,125.4
Sep-2021,3300.9,2876.7,413.4,101.2,8.6,314.5,80.2,234.4
Dec-2021,3211.7,2824.0,372.6,104.1,8.3,275.2,71.2,204.1
Mar-2022,3447.9,3059.6,349.0,106.5,10.6,4964.9,845.2,4119.6
Jun-2022,3931.6,3512.7,386.6,109.1,6.4,303.4,77.0,226.3
