,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,702.4,660.1,38.5,16.9,2.8,24.1,9.8,14.3
Mar-2020,490.1,484.1,1.6,41.8,8.4,-44.2,-26.0,-18.2
Jun-2020,282.7,311.8,-32.4,22.7,7.8,-59.7,-16.7,-43.0
Sep-2020,717.6,632.9,82.2,25.1,8.2,51.5,19.5,32.0
Dec-2020,929.5,815.5,107.2,25.8,8.8,79.4,13.0,66.3
Mar-2021,805.8,747.4,51.9,25.6,4.5,28.3,22.0,6.3
Jun-2021,556.2,586.4,-33.9,25.6,7.3,-63.0,-20.5,-42.5
Sep-2021,962.9,888.6,69.3,29.7,7.7,36.9,12.2,24.7
Dec-2021,927.7,897.7,25.2,28.5,7.9,-6.3,-2.1,-4.2
Mar-2022,888.8,895.6,-11.3,28.8,8.1,-43.7,-15.2,-28.5
Jun-2022,1049.3,1010.8,33.9,28.1,7.2,3.1,1.1,2.0
