,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,218.8,191.6,25.2,9.5,6.1,11.7,4.0,7.6
Mar-2020,263.6,212.4,23.0,10.7,5.2,35.4,0.9,34.5
Jun-2020,111.1,102.0,5.8,9.7,4.1,-4.7,-1.0,-3.7
Sep-2020,164.2,115.5,42.0,10.0,3.6,35.1,7.6,27.4
Dec-2020,205.5,142.5,54.4,9.8,3.5,49.7,11.5,38.2
Mar-2021,306.4,190.4,52.3,10.0,4.2,101.8,7.8,94.0
Jun-2021,224.9,147.7,71.5,10.4,3.6,63.2,15.3,47.9
Sep-2021,264.7,169.9,88.0,10.5,3.2,81.1,19.9,61.2
Dec-2021,520.6,226.9,90.0,11.9,3.9,277.9,20.0,257.9
Mar-2022,480.3,357.2,76.8,12.4,8.1,102.6,17.7,84.8
Jun-2022,1177.2,550.7,92.5,11.7,6.9,608.0,133.5,474.4
