,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1991.7,1814.9,138.4,22.4,4.7,80.0,15.3,38.7
Mar-2020,1568.0,1507.7,14.5,27.1,3.4,86.6,20.6,64.6
Jun-2020,1012.4,962.3,23.4,24.9,3.8,23.4,6.7,16.3
Sep-2020,1632.3,1490.8,121.4,24.7,2.8,114.0,28.5,80.7
Dec-2020,1715.1,1598.2,102.6,29.6,6.9,80.4,18.2,57.6
Mar-2021,1654.4,1496.9,132.2,25.3,3.2,203.6,53.0,141.3
Jun-2021,1450.2,1330.2,94.8,28.4,1.6,90.0,21.6,70.3
Sep-2021,1803.2,1609.5,168.9,26.3,2.0,165.4,45.4,119.9
Dec-2021,2161.4,1916.3,185.2,22.7,3.9,265.3,71.7,188.2
Mar-2022,2005.6,1780.5,187.9,25.7,1.5,491.3,121.2,373.1
Jun-2022,2077.8,1853.8,198.8,25.3,2.8,195.9,48.9,140.3
