,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1510.0,1148.0,286.0,27.0,7.0,328.0,59.0,269.0
Mar-2020,1293.0,970.0,218.0,30.0,9.0,284.0,57.0,227.0
Jun-2020,1535.0,1184.0,332.0,26.0,6.0,319.0,64.0,255.0
Sep-2020,1695.0,1271.0,279.0,26.0,5.0,360.0,47.0,313.0
Dec-2020,1744.0,1363.0,304.0,27.0,5.0,349.0,56.0,293.0
Mar-2021,1712.0,1370.0,234.0,28.0,6.0,281.0,37.0,244.0
Jun-2021,2072.0,1702.0,341.0,24.0,6.0,340.0,77.0,263.0
Sep-2021,2044.0,1620.0,296.0,23.0,8.0,393.0,64.0,329.0
Dec-2021,1929.0,1556.0,299.0,26.0,8.0,339.0,61.0,278.0
Mar-2022,1812.0,1439.0,247.0,24.0,8.0,341.0,48.0,293.0
Jun-2022,2108.0,1594.0,382.0,25.0,8.0,481.0,94.0,387.0
