,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1068.5,1032.1,30.7,21.6,8.4,4.8,4.2,0.6
Mar-2020,1231.5,1165.1,31.8,22.3,7.9,35.5,2.2,33.3
Jun-2020,533.7,538.9,-12.7,19.9,19.2,-44.2,-13.7,-30.5
Sep-2020,811.6,761.3,42.5,19.6,18.8,11.8,4.2,7.6
Dec-2020,1027.8,953.7,67.0,24.9,16.0,33.2,9.6,23.6
Mar-2021,1531.3,1395.9,95.6,23.9,13.9,97.5,32.3,65.3
Jun-2021,964.2,919.4,34.9,19.2,11.7,13.9,4.7,9.2
Sep-2021,1103.5,1039.3,55.1,19.4,12.0,32.8,11.6,21.2
Dec-2021,1340.0,1248.8,79.4,20.4,13.0,57.9,19.8,38.0
Mar-2022,2005.4,1878.0,122.2,21.4,14.8,91.2,31.9,59.4
Jun-2022,1857.2,1731.6,116.3,21.8,12.5,91.2,23.9,67.3
