,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,303.3,252.9,35.5,14.9,15.3,20.2,0.0,20.2
Mar-2020,308.8,266.1,34.6,14.2,13.7,14.7,4.4,10.2
Jun-2020,238.2,226.3,3.6,14.2,14.5,-16.8,0.0,-16.8
Sep-2020,270.1,222.3,31.6,14.0,12.4,21.4,0.8,20.7
Dec-2020,313.7,248.7,57.3,14.0,9.6,41.4,13.4,28.0
Mar-2021,329.7,230.0,84.4,13.5,9.1,77.0,18.3,58.8
Jun-2021,278.0,228.7,40.2,13.1,7.8,28.3,7.1,21.2
Sep-2021,309.9,247.3,53.2,12.8,7.7,41.9,10.5,31.4
Dec-2021,368.5,252.4,94.3,12.4,7.2,96.6,24.5,72.0
Mar-2022,356.2,272.1,73.9,12.3,7.7,64.0,16.1,47.9
Jun-2022,283.5,270.4,-4.0,12.3,7.4,-6.6,-1.7,-5.0
