,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,389.0,326.8,61.0,17.6,3.2,39.2,11.8,27.4
Mar-2020,369.8,314.3,51.0,21.2,2.5,31.9,-1.9,33.8
Jun-2020,332.5,274.8,57.5,21.4,3.4,32.9,9.4,23.5
Sep-2020,395.6,330.9,64.2,21.5,4.7,38.6,10.8,27.8
Dec-2020,464.1,385.4,76.1,21.3,4.3,63.8,18.4,45.4
Mar-2021,522.2,451.2,68.3,21.0,4.1,45.9,6.4,39.5
Jun-2021,435.4,381.2,53.5,20.5,4.3,29.5,7.4,22.0
Sep-2021,437.5,389.0,47.5,21.0,4.0,23.6,6.1,17.5
Dec-2021,541.6,474.2,65.8,21.2,4.2,41.9,10.7,31.3
Mar-2022,512.8,441.3,66.5,24.2,4.8,42.5,12.9,29.6
Jun-2022,516.4,478.6,37.2,25.2,5.5,7.1,1.8,5.3
