,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,797.3,655.0,138.8,16.4,9.0,116.9,29.9,87.0
Mar-2020,551.2,483.1,58.1,16.3,8.5,43.2,12.2,31.0
Jun-2020,290.9,319.5,-34.7,16.0,7.7,-52.4,-12.8,-39.6
Sep-2020,744.0,574.9,165.4,15.7,7.5,145.9,35.0,110.9
Dec-2020,931.2,700.9,226.1,15.6,7.4,207.3,53.6,153.7
Mar-2021,886.3,711.0,169.8,15.6,7.2,152.6,37.1,115.6
Jun-2021,505.1,467.3,34.2,15.9,7.3,14.5,3.6,10.9
Sep-2021,1089.4,850.6,233.4,16.5,7.4,214.8,54.3,160.5
Dec-2021,1196.9,939.1,250.7,16.7,7.7,233.4,58.9,174.6
Mar-2022,1116.0,844.0,267.1,16.4,9.7,246.0,55.5,190.5
Jun-2022,1344.6,1043.5,297.8,18.0,8.5,274.6,67.5,207.0
