,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1281.6,729.6,528.0,169.9,79.2,302.9,18.4,284.5
Mar-2020,1391.8,1010.0,303.9,164.1,110.3,107.5,-6.2,113.8
Jun-2020,1178.4,638.2,505.2,158.8,49.8,331.6,14.1,317.5
Sep-2020,876.9,639.3,203.9,159.0,-54.8,133.4,2.2,131.1
Dec-2020,872.8,615.6,225.7,156.4,-6.6,107.4,4.1,103.3
Mar-2021,900.7,651.9,223.5,153.8,32.6,62.4,-3.8,66.2
Jun-2021,1048.5,692.2,335.6,155.1,51.7,149.5,3.8,145.7
Sep-2021,1229.7,822.1,399.2,161.4,13.1,233.1,5.0,228.0
Dec-2021,1456.2,965.8,472.4,158.9,16.9,314.6,24.3,290.3
Mar-2022,1364.3,987.1,327.0,160.0,76.1,141.0,10.3,130.7
Jun-2022,1500.4,1167.7,297.3,172.2,49.9,110.7,12.1,98.6
