,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,228.5,201.8,26.1,32.3,16.1,-21.7,0.0,-21.7
Mar-2020,193.0,170.1,20.9,34.3,21.6,-37.4,0.0,-37.4
Jun-2020,37.0,63.5,-25.0,31.3,21.3,-80.4,0.0,-80.4
Sep-2020,110.6,96.4,0.3,30.9,21.1,-38.5,0.0,-38.5
Dec-2020,175.9,148.0,15.2,33.5,23.4,-29.0,0.0,-29.0
Mar-2021,199.5,171.6,24.5,31.9,16.3,-25.9,0.0,-25.9
Jun-2021,153.4,148.2,1.5,32.9,16.7,-44.4,0.0,-44.4
Sep-2021,249.7,219.8,25.6,33.4,16.7,-20.2,0.0,-20.2
Dec-2021,283.1,247.1,32.8,34.4,16.8,-15.2,0.0,-15.2
Mar-2022,278.1,238.5,30.2,35.1,17.8,-13.2,0.0,-13.2
Jun-2022,346.6,303.7,33.2,46.1,19.6,-22.7,0.0,-22.7
