,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,6225.9,5470.6,735.6,77.7,40.5,637.1,167.1,469.9
Mar-2020,4468.8,3825.1,603.6,90.2,37.9,515.6,158.8,356.8
Jun-2020,1901.0,2108.0,-246.0,82.0,46.0,-335.0,-65.0,-270.0
Sep-2020,4389.0,4024.0,294.0,83.0,44.0,238.0,39.0,199.0
Dec-2020,7324.0,6429.0,858.0,84.0,46.0,628.0,209.0,419.0
Mar-2021,7169.0,6340.0,795.0,82.0,45.0,702.0,173.0,529.0
Jun-2021,3314.0,3105.0,144.0,83.0,44.0,82.0,21.0,61.0
Sep-2021,7220.0,6216.0,954.0,91.0,45.0,868.0,227.0,641.0
Dec-2021,9570.0,8116.0,1399.0,85.0,52.0,1317.0,330.0,987.0
Mar-2022,7352.0,6494.0,782.0,88.0,54.0,665.0,174.0,491.0
Jun-2022,9005.0,7797.0,1164.0,87.0,55.0,1066.0,273.0,793.0
