,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,2976.1,556.2,2318.9,18.1,1885.1,418.3,41.0,377.2
Mar-2020,2627.7,153.7,2757.8,25.3,1950.8,789.0,95.5,693.5
Jun-2020,2236.8,94.9,1915.4,24.0,1673.9,222.1,55.1,166.9
Sep-2020,2233.1,140.8,1916.3,20.8,1624.8,309.9,74.5,235.4
Dec-2020,2216.8,182.8,1896.4,24.1,1547.2,328.1,77.6,250.5
Mar-2021,2141.6,125.7,1964.9,21.9,1462.1,532.1,126.4,405.7
Jun-2021,2042.6,157.6,1693.7,17.8,1436.6,241.8,52.8,189.0
Sep-2021,1916.5,152.1,1630.2,17.9,1466.8,148.2,40.3,107.9
Dec-2021,2033.2,184.5,1774.5,19.7,1493.9,263.7,73.7,190.0
Mar-2022,1785.5,173.9,1784.3,19.0,1467.5,302.1,93.0,209.1
Jun-2022,1750.6,114.4,1589.0,17.3,1374.5,202.4,51.1,151.3
