,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,552.5,424.3,77.0,25.3,0.1,157.8,37.1,120.7
Mar-2020,549.6,439.0,43.4,24.6,0.2,108.5,14.9,102.2
Jun-2020,556.7,404.0,116.7,25.7,0.1,126.9,42.1,84.8
Sep-2020,598.4,472.1,87.9,26.4,0.1,99.8,4.8,95.0
Dec-2020,489.8,417.9,38.2,26.0,0.1,45.8,12.8,33.0
Mar-2021,536.5,424.7,66.9,25.4,0.1,86.3,18.6,67.7
Jun-2021,431.9,359.2,23.5,26.0,0.2,46.5,17.4,29.1
Sep-2021,405.3,388.0,-23.2,26.5,0.1,-9.3,-2.7,-6.6
Dec-2021,509.7,438.7,34.3,27.6,0.1,43.3,17.8,25.5
Mar-2022,578.5,491.2,26.5,28.1,0.0,59.2,21.1,38.1
Jun-2022,490.3,439.1,2.6,28.6,0.1,22.5,7.6,14.9
