,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,7653.0,461.1,7111.3,2.3,4767.9,2343.3,700.9,1642.3
Mar-2020,7894.7,1713.0,5587.9,3.1,4941.8,698.2,262.5,435.7
Jun-2020,8422.1,551.0,7671.1,2.4,5193.0,2477.1,638.0,1839.0
Sep-2020,8791.5,-189.4,8175.4,2.3,5412.0,2773.2,583.0,2190.2
Dec-2020,9047.0,58.8,8253.4,2.2,5446.0,2810.1,547.1,2262.9
Mar-2021,9149.8,315.6,8132.3,2.6,5438.1,2695.8,626.1,2069.6
Jun-2021,9592.1,461.2,8344.7,2.8,5588.6,2758.1,511.5,2246.6
Sep-2021,10078.8,11.1,8909.5,4.7,5562.6,3382.0,643.2,2738.8
Dec-2021,10038.9,214.4,8973.4,5.1,5548.7,3451.7,679.0,2772.7
Mar-2022,9601.6,655.6,8170.2,5.4,5353.1,2833.1,545.2,2287.9
Jun-2022,9468.5,641.9,8313.5,5.9,5376.7,2939.6,492.3,2447.3
