,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,9073.9,2117.8,956.2,0.0,4210.5,1702.2,402.0,1300.2
Mar-2020,9158.6,2167.0,1064.2,0.0,4155.4,395.9,94.0,301.8
Jun-2020,8680.9,1967.0,1342.1,0.0,3852.5,602.5,141.8,460.6
Sep-2020,8731.0,2001.3,1276.7,0.0,3899.2,866.1,219.1,647.0
Dec-2020,8947.0,2138.3,1267.8,0.0,3835.4,1119.8,267.0,852.8
Mar-2021,9199.5,2253.2,1281.4,0.0,3884.8,1195.8,319.9,876.0
Jun-2021,9355.8,2214.2,1349.5,0.0,4011.0,1286.5,311.6,975.0
Sep-2021,9487.6,2321.1,1337.3,0.0,3992.0,1471.1,357.6,1113.5
Dec-2021,9614.3,2465.3,1328.3,0.0,3943.9,1551.0,389.8,1161.3
Mar-2022,9761.9,2558.7,1426.5,0.0,3874.7,1865.0,503.6,1361.4
Jun-2022,10110.5,2660.3,1465.0,0.0,4056.5,2142.7,539.4,1603.3
