,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,10330.3,8261.8,1669.9,1037.7,480.5,550.4,59.9,490.4
Mar-2020,8634.9,8434.3,-135.3,1006.3,487.7,-1293.4,-420.0,-873.5
Jun-2020,1143.5,2386.8,-1620.0,1096.4,509.7,-2849.4,0.0,-2849.4
Sep-2020,3028.8,2534.6,206.3,1126.4,562.5,-1194.8,0.0,-1194.8
Dec-2020,5142.6,4071.2,838.8,1156.5,541.5,-626.6,0.0,-626.6
Mar-2021,6362.1,5673.5,549.5,1319.5,528.2,-1159.0,0.0,-1159.0
Jun-2021,3170.1,4476.8,-1469.8,1317.1,555.5,-3179.3,0.0,-3179.3
Sep-2021,5798.4,5422.1,186.4,1247.9,568.8,-1440.4,0.0,-1440.4
Dec-2021,9479.9,7516.8,1778.0,1233.6,601.1,128.4,0.0,128.4
Mar-2022,8207.2,7985.0,35.7,1269.3,632.6,-1679.8,0.0,-1679.8
Jun-2022,13018.7,12257.9,597.4,1169.6,656.6,-1065.4,0.0,-1065.4
