,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,10369.0,9217.0,1013.0,428.0,406.0,307.0,114.0,193.0
Mar-2020,10200.0,8851.0,1141.0,442.0,401.0,506.0,180.0,326.0
Jun-2020,7666.0,6847.0,573.0,425.0,425.0,-66.0,-26.0,-40.0
Sep-2020,9684.0,8530.0,852.0,427.0,361.0,318.0,120.0,198.0
Dec-2020,11536.0,10172.0,1182.0,414.0,352.0,532.0,192.0,340.0
Mar-2021,14465.0,12926.0,1487.0,442.0,331.0,790.0,295.0,495.0
Jun-2021,13399.0,11200.0,2096.0,442.0,347.0,1408.0,498.0,910.0
Sep-2021,17453.0,14157.0,3038.0,424.0,343.0,2434.0,826.0,1608.0
Dec-2021,18198.0,15294.0,2800.0,437.0,371.0,2094.0,706.0,1388.0
Mar-2022,19138.0,15707.0,3264.0,449.0,356.0,2521.0,920.0,1601.0
Jun-2022,19611.0,16589.0,2927.0,451.0,333.0,2277.0,829.0,1448.0
