,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,102.3,60.6,-10.9,2.0,8.6,31.1,3.4,27.7
Mar-2020,51.7,60.3,-12.8,3.3,10.2,-22.0,-4.1,-18.0
Jun-2020,96.9,36.5,-5.5,1.8,14.5,44.2,6.6,37.6
Sep-2020,72.0,68.2,-11.7,1.7,20.7,-18.7,-2.5,-16.2
Dec-2020,77.7,64.9,-8.0,1.9,20.5,-9.5,-1.4,-8.1
Mar-2021,68.3,57.6,-0.7,3.4,19.5,-12.2,-1.7,-10.5
Jun-2021,57.9,51.6,-1.1,1.9,18.1,-3.4,0.0,-3.4
Sep-2021,81.0,82.8,-9.0,1.9,18.1,-21.9,0.0,-21.9
Dec-2021,111.7,72.3,-3.3,2.4,22.9,14.2,0.0,14.2
Mar-2022,161.2,96.9,49.2,2.3,22.9,39.2,18.3,20.9
Jun-2022,72.4,63.7,-3.5,2.2,21.8,-15.3,0.0,-15.3
