,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,688.5,492.2,157.2,24.6,1.2,170.5,37.3,133.3
Mar-2020,1012.3,552.9,159.0,26.3,1.3,431.8,42.0,389.8
Jun-2020,550.7,356.4,134.5,24.5,1.3,168.6,43.1,125.5
Sep-2020,701.6,487.4,193.3,22.7,1.2,190.4,47.3,143.1
Dec-2020,694.7,504.3,150.9,22.4,0.9,167.1,42.1,125.0
Mar-2021,670.8,526.8,119.5,21.5,0.6,121.9,30.6,91.2
Jun-2021,687.9,523.9,123.4,23.7,0.7,139.7,35.6,104.1
Sep-2021,714.6,544.7,129.8,21.2,0.8,147.9,37.6,110.3
Dec-2021,966.2,683.4,153.0,24.2,2.4,256.2,42.7,213.5
Mar-2022,982.5,753.4,170.0,20.7,-0.2,208.6,52.1,156.5
Jun-2022,937.6,710.6,186.4,20.4,1.0,205.6,52.1,153.5
