,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1106.0,838.5,239.7,15.1,1.9,250.6,63.9,186.7
Mar-2020,989.3,822.8,138.4,14.8,2.8,148.9,38.0,111.0
Jun-2020,1091.9,830.9,233.4,14.1,4.5,242.5,62.1,180.3
Sep-2020,1076.9,814.1,240.7,14.3,4.8,243.7,63.0,180.7
Dec-2020,1110.4,853.5,241.8,14.6,4.3,237.9,60.7,177.1
Mar-2021,1111.7,890.0,205.5,15.1,4.7,201.9,49.4,152.5
Jun-2021,1237.0,952.7,265.1,15.7,5.0,263.6,67.8,195.8
Sep-2021,1240.3,962.4,259.7,16.2,4.5,257.2,64.9,192.3
Dec-2021,1243.1,955.3,269.1,16.7,4.4,266.6,67.5,199.2
Mar-2022,1276.1,961.2,293.8,17.4,5.1,292.3,80.9,211.4
Jun-2022,1330.7,1034.0,270.4,17.4,4.2,275.2,69.5,205.6
