,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,52.1,22.7,22.3,2.9,8.7,17.8,6.8,-2.6
Mar-2020,96.9,26.5,66.3,2.9,11.1,56.5,13.6,42.9
Jun-2020,46.7,17.2,17.3,2.9,3.8,22.8,6.1,16.8
Sep-2020,368.7,12.8,-5.4,2.9,7.0,345.0,-0.5,345.5
Dec-2020,52.5,18.6,21.7,2.9,4.7,26.5,6.6,19.8
Mar-2021,299.0,13.9,39.8,2.9,9.7,271.3,13.1,258.3
Jun-2021,88.4,21.4,20.5,2.8,7.9,58.2,10.5,47.6
Sep-2021,143.3,18.1,8.2,2.8,12.4,109.8,4.7,105.1
Dec-2021,51.6,20.6,-12.3,2.8,13.0,15.2,-2.8,17.9
Mar-2022,311.5,23.5,-12.6,2.8,10.9,271.1,33.0,238.1
Jun-2022,64.0,17.1,-2.3,2.9,11.7,32.2,0.4,31.9
