,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,242.8,187.7,49.0,4.3,0.0,50.8,12.6,38.2
Mar-2020,238.4,169.4,58.7,4.2,0.0,64.8,18.3,46.5
Jun-2020,211.8,148.1,53.1,8.0,0.0,55.7,6.9,48.9
Sep-2020,270.7,185.9,78.1,7.4,0.2,77.2,18.0,59.3
Dec-2020,245.9,151.5,88.8,7.8,0.2,86.4,18.6,67.9
Mar-2021,222.4,188.4,30.7,7.7,0.2,26.1,10.3,15.8
Jun-2021,287.8,236.9,48.4,7.2,0.2,43.5,9.6,33.9
Sep-2021,275.8,194.7,78.1,6.9,0.1,74.1,18.7,55.4
Dec-2021,282.6,216.1,61.8,6.6,0.1,59.8,15.0,44.8
Mar-2022,270.2,199.1,68.8,6.1,0.1,64.9,13.7,51.2
Jun-2022,299.0,236.1,59.0,7.5,0.0,54.6,13.5,41.2
