,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,262.6,186.4,65.2,8.3,0.4,67.5,22.2,45.3
Mar-2020,270.3,197.8,67.2,10.2,0.5,61.8,-206.9,268.7
Jun-2020,240.4,152.7,52.1,9.9,0.2,77.6,26.0,51.6
Sep-2020,316.5,214.2,93.5,10.0,0.3,92.0,24.6,67.3
Dec-2020,305.7,214.3,82.3,10.1,0.3,81.0,22.3,58.7
Mar-2021,343.8,239.8,84.2,10.6,0.6,158.9,37.3,121.6
Jun-2021,321.5,235.9,78.0,10.9,0.4,74.3,17.9,56.4
Sep-2021,333.0,240.9,83.5,11.0,0.3,80.8,18.7,62.1
Dec-2021,374.1,268.8,98.1,11.2,0.4,93.7,24.6,69.2
Mar-2022,412.5,302.6,95.8,11.2,0.6,98.2,19.4,78.8
Jun-2022,401.1,286.9,99.9,11.5,0.3,102.3,23.4,79.0
