Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1870.7,1652.7,1835.5,1856.4,1676.9,1511.8,1706.5,1698.6,1402.8,1138,1546.7
Operating Expenses Qtr Cr,1434.8,1249.1,1359.4,1386.5,1228.8,1162.5,1222.9,1212.3,1004.5,811.1,1082.8
Operating Profit Qtr Cr,414.6,386.2,458,451.6,431.9,337.2,471.8,466.9,376.2,302.8,441.1
Operating Profit Margin Qtr %,22.42%,23.62%,25.20%,24.57%,26.00%,22.48%,27.84%,27.81%,27.25%,27.18%,28.94%
Depreciation Qtr Cr,25.8,21.3,21.9,21.4,21,21.6,20.6,21,20.2,20.8,21.3
Interest Qtr Cr,0.5,1.2,1.6,3.2,1.9,1.6,4.4,6.7,12.2,20.2,13
Profit Before Tax Qtr Cr,409.6,423.9,468,445.3,425.2,326.1,458.5,458.7,350.6,285.9,429.6
Tax Qtr Cr,90.1,6.4,88,89,99.9,75.4,107.2,108.1,79,45.5,64.7
Net Profit Qtr Cr,319.5,417.5,380,356.3,325.4,250.7,351.4,350.6,271.7,240.3,364.9
Basic EPS Qtr Rs,3.1,4.1,3.7,3.5,3.2,2.5,3.4,3.4,2.7,2.4,3.6
