Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,13248.7,12308.5,11792.2,12226.4,11663.1,11707.5,11716.3,11732.7,13019.3,11981.7,20291.5
Operating Expenses Qtr Cr,535,458.3,437.9,491.2,513,462.1,485.5,329.9,361.8,310.2,341.9
Operating Profit Qtr Cr,12191.3,11440.7,10952.8,11272.7,10458.5,10516,10627.5,10962.1,11456.9,10391.5,16948.6
Operating Profit Margin Qtr %,92.08%,93.01%,92.95%,92.28%,89.72%,89.90%,90.78%,93.47%,88.01%,86.77%,83.55%
Depreciation Qtr Cr,53.8,55.9,40.1,38.6,37.7,36.6,51.6,36,34.6,43.1,42
Interest Qtr Cr,7556.1,6770.8,6873.1,6573.5,6521.9,6565.9,6832.6,7399.1,7817.1,7661.8,7769.6
Profit Before Tax Qtr Cr,4589.8,4622.5,4048.2,4671.1,3904.6,3923.9,3752.5,3531.8,3606.8,2692.4,9143
Tax Qtr Cr,921,922.2,787.5,890.6,903.9,744.1,826.7,661.7,555.3,459.9,770.5
Net Profit Qtr Cr,3668.8,3700.3,3260.7,3780.5,3000.7,3179.8,2925.8,2870.1,3051.5,2232.5,8372.5
Basic EPS Qtr Rs,20.2,20.4,18,20.9,16.6,17.6,16.3,16.2,17.6,12.9,48.5
