Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,12.8,15.3,13.6,14.8,158.2,243.5,19.7,53.9,9.7,229.8,80.2
Operating Expenses Qtr Cr,9.1,13.9,9.3,8.9,19.3,50.8,11,12.7,30.6,31.9,17.6
Operating Profit Qtr Cr,3.6,0.8,3.9,5.4,138.2,104.2,8.3,41,-21.4,197.9,62.5
Operating Profit Margin Qtr %,28.36%,5.18%,29.64%,38.00%,87.76%,42.84%,42.83%,76.36%,-231.06%,86.13%,78.01%
Depreciation Qtr Cr,0.8,0.8,0.8,0.8,1,1.1,1,0.8,0.9,7.6,0.9
Interest Qtr Cr,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Profit Before Tax Qtr Cr,2.8,0.6,3.4,5.1,137.9,103.4,7.6,40.4,-21.9,190.3,61.6
Tax Qtr Cr,1.1,1.5,1,1.6,40.4,27.8,0,2.5,0,123.8,0
Net Profit Qtr Cr,1.8,-0.9,2.5,3.5,97.5,75.6,7.6,37.9,-21.9,66.5,61.6
Basic EPS Qtr Rs,0.1,0,0.1,0.1,2.8,2.5,0.3,1.4,-0.8,2.5,2.3
