Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,549.5,497.6,445.8,395.7,360.7,330.7,303.9,282.4,300.4,342.3,340.9
Operating Expenses Qtr Cr,344.5,327.5,291.2,245.4,220,236.8,204.1,204.6,175.6,226.3,214.6
Operating Profit Qtr Cr,163.1,128,112.1,106.3,99.7,53.2,68.2,51.6,104.6,96.5,105.9
Operating Profit Margin Qtr %,32.13%,28.10%,27.79%,30.23%,31.18%,18.34%,25.04%,20.13%,37.32%,29.90%,33.05%
Depreciation Qtr Cr,9.9,9.7,9.7,9.9,10.3,10.6,10.9,11,11.1,11,10.4
Interest Qtr Cr,1,1,1.1,1.2,1.3,1.3,1.4,1.5,1.5,1.6,1.6
Profit Before Tax Qtr Cr,194.2,159.5,361.7,9433,129,78.7,87.5,65.4,112.2,66.2,111.2
Tax Qtr Cr,45.7,38.8,32.6,1077.3,28.1,12,17.6,14.2,28.9,24.6,23.2
Net Profit Qtr Cr,148.4,120.7,329.1,8355.7,101,66.7,69.9,51.2,83.2,41.6,88
Basic EPS Qtr Rs,11.5,9.4,25.6,649.5,7.8,5.2,5.4,4.1,6.8,3.4,7.2
