Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,8146.4,7620.2,7525.6,6808.8,5917,6010.3,5847.7,5789.8,5901.7,6515.2,6318.5
Operating Expenses Qtr Cr,2113.9,1853.1,1860.2,1825,1196.8,1429.8,1237.5,1034.1,1015.5,1308.1,1380.9
Operating Profit Qtr Cr,5282.7,5100.2,4668.3,3744,2994.7,3375.6,3363,3114.1,3244.6,3337.8,4105.7
Operating Profit Margin Qtr %,64.86%,66.96%,62.05%,54.99%,50.62%,56.20%,57.53%,53.85%,54.99%,51.26%,65.13%
Depreciation Qtr Cr,102.1,96.1,88.8,87.6,82.4,84.9,73.2,67.1,77,80.7,69.7
Interest Qtr Cr,2006,1947.8,1972.1,1889.3,1763.9,1723.3,1870.2,1868.1,1984.8,2056.3,2051.6
Profit Before Tax Qtr Cr,3176.3,3059.5,2609.8,1767.6,1149.5,1571.6,1421.8,1185.5,1184,1204.8,1999.2
Tax Qtr Cr,820.4,791.5,676,461.9,306.6,410.8,373.2,309,314.5,313.2,511.1
Net Profit Qtr Cr,2355.9,2267.9,1933.8,1305.8,842.9,1160.8,1048.6,876.6,869.5,891.6,1488.2
Basic EPS Qtr Rs,39,37.6,32.1,21.9,14,19.3,17.4,14.6,14.5,14.9,25.2
