Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,108.3,112.5,97.6,92.1,101,99.7,115.6,125.8,114.4,128.8,108.4
Operating Expenses Qtr Cr,59.6,52.9,50.3,48.4,49.8,52.6,50.5,56.5,44.5,66.6,51.8
Operating Profit Qtr Cr,39,43.2,30.9,26.5,27.8,33.8,38.4,49.8,18.6,38,36.5
Operating Profit Margin Qtr %,39.59%,44.99%,38.02%,35.35%,35.80%,39.11%,43.18%,46.85%,29.53%,36.29%,41.36%
Depreciation Qtr Cr,5.5,2.5,6.6,6.5,6.6,6,5.8,5.1,4.7,5.5,4.2
Interest Qtr Cr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0
Profit Before Tax Qtr Cr,43.2,36.6,40.7,37.2,44.6,41,59.2,64.1,65.1,56.5,52.4
Tax Qtr Cr,10.6,7.9,11.1,10,11.6,11.1,-4.2,19.7,15,-0.6,4
Net Profit Qtr Cr,32.6,28.7,29.6,27.2,33,29.9,63.4,44.4,50.1,57.1,48.4
Basic EPS Qtr Rs,6.4,5.6,5.8,5.3,6.5,5.9,12.5,8.7,9.8,11.2,9.5
