Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1070.5,388.3,607.9,927,702.4,1081.1,531.6,888.9,711.5,698.6,547.5
Operating Expenses Qtr Cr,175.6,183.8,165.5,189.9,154,225.8,167.4,139.4,156.9,195.1,148.9
Operating Profit Qtr Cr,830.6,139.8,385.4,693.9,509.7,239.9,327.7,715.9,518,344.7,341.7
Operating Profit Margin Qtr %,82.55%,43.20%,69.96%,78.51%,76.80%,51.52%,66.19%,83.70%,76.76%,63.86%,69.64%
Depreciation Qtr Cr,100.4,103.2,102.3,102.3,96.5,96.5,105.2,96.6,95,106.2,93.2
Interest Qtr Cr,144.4,82.4,37.7,15,26.2,29.9,-15.4,-33.5,16.1,136.6,41.5
Profit Before Tax Qtr Cr,688.8,21.9,297.5,538.5,445.1,857.5,252.8,647,384.1,391.4,273.4
Tax Qtr Cr,81,22.7,64.8,132.5,105.5,243.7,57.3,124.4,83.1,-8.1,61.4
Net Profit Qtr Cr,607.8,-0.8,232.7,406.1,339.5,613.8,195.5,522.6,301.1,399.4,212
Basic EPS Qtr Rs,1.6,-0.1,0.6,1,0.9,1.6,0.5,1.4,0.8,0.7,0.5
