Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,900.7,857.9,769.8,785.2,696.6,776.8,690.3,653.9,326.6,638.7,707.5
Operating Expenses Qtr Cr,778.6,699.7,664.8,684.2,644.1,673.6,602.9,541,365.4,638.6,601.4
Operating Profit Qtr Cr,111.2,149.4,98.8,92.7,44.4,95.6,80.9,106.8,-45.9,-11.3,92.7
Operating Profit Margin Qtr %,12.49%,17.60%,12.94%,11.93%,6.45%,12.43%,11.83%,16.48%,-14.37%,-1.81%,13.36%
Depreciation Qtr Cr,13.9,12.9,13.2,12.8,14.3,13.8,15.2,16.1,14.5,15.3,14.2
Interest Qtr Cr,0.5,1.9,0.5,0.7,0.6,0.3,0.9,0.4,0.8,0.9,1.1
Profit Before Tax Qtr Cr,107.7,143.4,91.2,87.5,37.6,89,71.3,96.3,-54.2,-16.1,90.8
Tax Qtr Cr,27.5,37.8,23.5,22.6,9.7,23.3,18.7,25.6,-14.3,9.7,23.1
Net Profit Qtr Cr,80.2,105.6,67.7,64.9,28,65.7,52.7,70.7,-39.9,-25.8,67.7
Basic EPS Qtr Rs,71.2,93.7,60.1,57.6,24.8,58.3,46.8,62.9,-35.4,-22.9,60.1
