Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,512.4,348.2,354.2,426.9,468.4,333.6,367.5,394.3,334.1,373.5,349.7
Operating Expenses Qtr Cr,413,319.4,297.7,324.1,330.9,274.2,263.3,266.4,204.1,304.2,234.7
Operating Profit Qtr Cr,80,17.2,43.5,72.1,114,37.3,68.9,109.1,102,26.9,83.2
Operating Profit Margin Qtr %,16.23%,5.11%,12.74%,18.20%,25.63%,11.99%,20.75%,29.06%,33.32%,8.11%,26.17%
Depreciation Qtr Cr,9.3,9.2,9,9.4,9.5,9.5,9.1,9.6,9.4,9.3,9.2
Interest Qtr Cr,0.7,0.7,0.8,0.7,0.8,1,0.8,0.8,0.7,1,0.8
Profit Before Tax Qtr Cr,89.4,19,46.7,92.6,127.2,48.9,94.2,117.5,119.8,59,104.6
Tax Qtr Cr,16.4,4.6,15.2,19,27.1,7,23.5,26.4,29.2,0.5,31.2
Net Profit Qtr Cr,73,14.4,31.6,73.6,100.1,42,70.8,91.1,90.6,58.5,73.3
Basic EPS Qtr Rs,4.4,0.8,1.9,4.4,5.9,2.5,4.2,5.3,5.3,3.4,4.3
