Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1613.2,1210.3,1144.7,930.2,685.5,801.2,686.8,567.4,302,779.6,847.6
Operating Expenses Qtr Cr,1307.6,972.1,1019.8,605.8,362.9,467.9,349.7,327.9,197.5,508.8,560.2
Operating Profit Qtr Cr,285.6,215.5,103.1,301.8,304,316.2,316.7,221.1,80,243.8,258.9
Operating Profit Margin Qtr %,17.92%,18.14%,9.18%,33.25%,45.59%,40.32%,47.53%,40.28%,28.83%,32.40%,31.60%
Depreciation Qtr Cr,53.7,55.5,48.2,47.3,45.3,44.8,44.1,42.5,42.3,44,41.5
Interest Qtr Cr,2.3,2.3,1.5,2,1.7,1.9,1.7,2,1.5,2.1,1.6
Profit Before Tax Qtr Cr,249.6,180.4,75.2,275.1,275.6,286.6,291.3,195,60.7,224.7,244.4
Tax Qtr Cr,64.4,48.6,18.4,70.8,71.6,73.8,74.1,50.7,15.5,58.1,58.3
Net Profit Qtr Cr,185.2,131.8,56.8,204.3,204.1,212.8,217.2,144.3,45.2,166.6,186.1
Basic EPS Qtr Rs,18.8,13.3,5.8,20.7,20.7,21.5,22,14.6,4.6,16.9,18.8
