Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1344.6,1116,1196.9,1089.4,505.1,886.3,931.2,744,290.9,551.2,797.3
Operating Expenses Qtr Cr,1043.5,844,939.1,850.6,467.3,711,700.9,574.9,319.5,483.1,655
Operating Profit Qtr Cr,297.8,267.1,250.7,233.4,34.2,169.8,226.1,165.4,-34.7,58.1,138.8
Operating Profit Margin Qtr %,22.20%,24.04%,21.07%,21.53%,6.82%,19.28%,24.39%,22.34%,-12.19%,10.74%,17.48%
Depreciation Qtr Cr,18,16.4,16.7,16.5,15.9,15.6,15.6,15.7,16,16.3,16.4
Interest Qtr Cr,8.5,9.7,7.7,7.4,7.3,7.2,7.4,7.5,7.7,8.5,9
Profit Before Tax Qtr Cr,274.6,246,233.4,214.8,14.5,152.6,207.3,145.9,-52.4,43.2,116.9
Tax Qtr Cr,67.5,55.5,58.9,54.3,3.6,37.1,53.6,35,-12.8,12.2,29.9
Net Profit Qtr Cr,207,190.5,174.6,160.5,10.9,115.6,153.7,110.9,-39.6,31,87
Basic EPS Qtr Rs,185.6,170.8,156.5,143.9,9.8,103.6,137.8,99.4,-35.5,27.8,78
