Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,346.6,278.1,283.1,249.7,153.4,199.5,175.9,110.6,37,193,228.5
Operating Expenses Qtr Cr,303.7,238.5,247.1,219.8,148.2,171.6,148,96.4,63.5,170.1,201.8
Operating Profit Qtr Cr,33.2,30.2,32.8,25.6,1.5,24.5,15.2,0.3,-25,20.9,26.1
Operating Profit Margin Qtr %,9.86%,11.25%,11.72%,10.43%,1.03%,12.48%,9.31%,0.33%,-64.93%,10.94%,11.44%
Depreciation Qtr Cr,46.1,35.1,34.4,33.4,32.9,31.9,33.5,30.9,31.3,34.3,32.3
Interest Qtr Cr,19.6,17.8,16.8,16.7,16.7,16.3,23.4,21.1,21.3,21.6,16.1
Profit Before Tax Qtr Cr,-22.7,-13.2,-15.2,-20.2,-44.4,-25.9,-29,-38.5,-80.4,-37.4,-21.7
Tax Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Net Profit Qtr Cr,-22.7,-13.2,-15.2,-20.2,-44.4,-25.9,-29,-38.5,-80.4,-37.4,-21.7
Basic EPS Qtr Rs,-0.5,-0.3,-0.4,-0.5,-1.2,-0.7,-1,-1.3,-2.1,-1.4,-0.8
