Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,152.4,128.8,99.1,74.7,74.7,97.1,350.6,54,45,101.9,125.3
Operating Expenses Qtr Cr,38.6,38.2,28.3,34,23.2,53.5,34.4,24.5,13.3,41.9,53.6
Operating Profit Qtr Cr,73.6,64.8,57.5,25.9,16.1,30,46.2,20.4,26.9,56.3,66.3
Operating Profit Margin Qtr %,65.62%,62.91%,66.99%,43.23%,40.89%,35.91%,57.27%,45.53%,66.92%,57.37%,55.32%
Depreciation Qtr Cr,7.1,7.5,7.2,7.1,6.8,9.1,10.2,11.5,11.5,14.3,10.9
Interest Qtr Cr,14.6,17.8,14.6,15.5,15.7,12.7,13.3,17,19.4,19.1,19.6
Profit Before Tax Qtr Cr,92.1,65.4,73.2,18.1,237.9,21.8,292.6,1,0.8,26.6,41.3
Tax Qtr Cr,8.9,7.9,10.9,2.7,3.2,13.8,9.9,0.2,0.1,6.5,8.2
Net Profit Qtr Cr,83.2,57.5,62.3,15.4,234.7,8,282.8,0.7,0.8,20.1,33.1
Basic EPS Qtr Rs,4.7,3.2,3.5,0.9,13.7,0.2,17.4,0,0.1,1.3,2.2
