Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,731.7,706.6,892,751,640.2,694.9,859.7,662.7,476.8,474.5,763.3
Operating Expenses Qtr Cr,534.9,523.6,553,447.5,445.6,495.6,523.2,408.6,319.3,439.6,492.8
Operating Profit Qtr Cr,153.4,148,322.3,264.4,162.5,152.9,322.2,245.2,115.3,20.9,255.5
Operating Profit Margin Qtr %,22.28%,22.04%,36.82%,37.13%,26.72%,23.58%,38.11%,37.50%,26.54%,4.54%,34.15%
Depreciation Qtr Cr,86.1,81.1,82.4,82.6,81.5,81.2,93.1,113.5,73.4,83.6,83.4
Interest Qtr Cr,1.9,1.4,1.2,0.5,0.3,4.4,1.1,2.2,4.2,2,4.1
Profit Before Tax Qtr Cr,108.8,100.5,255.4,220.4,112.8,113.7,242.3,138.4,79.9,-50.7,179.8
Tax Qtr Cr,12.3,-263.7,44.3,38.1,19.8,22.4,40.1,23.9,12.7,-13.7,31.9
Net Profit Qtr Cr,96.5,364.2,211.1,182.4,93,91.2,202.2,114.5,67.2,-37,147.9
Basic EPS Qtr Rs,2.2,8.2,4.8,4.1,2.1,2,4.5,2.6,1.5,-0.8,3.3
