Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1779.4,1719,1555.9,1501,1234.7,1640.5,1345.4,1265.3,1051.9,1401.3,1286.4
Operating Expenses Qtr Cr,1471.8,1414,1318.2,1099.3,864.7,1181.6,942.1,815,781.8,1110.7,1075.1
Operating Profit Qtr Cr,300.7,295.1,230.9,393.8,364,449,397,442,260,279.2,202.9
Operating Profit Margin Qtr %,16.96%,17.27%,14.90%,26.38%,29.63%,27.54%,29.65%,35.16%,24.95%,20.09%,15.87%
Depreciation Qtr Cr,106.4,107.5,99.2,98.5,95.6,95.8,89.6,85.5,84.4,83.2,79.7
Interest Qtr Cr,47.5,33.4,25.3,29.4,24.3,15.2,16,26.5,29.9,21.6,21.5
Profit Before Tax Qtr Cr,153.7,164.1,113.2,273.8,250.1,347.9,297.7,338.3,155.7,185.7,110.1
Tax Qtr Cr,41.4,40,30.6,-243.2,81.1,133.6,96.4,102.6,46.1,39.6,15.3
Net Profit Qtr Cr,112.3,124.1,82.6,517.1,169,214.4,201.3,235.8,109.6,146.2,94.8
Basic EPS Qtr Rs,5,6,3,22,7,9,9,10,5,6,4
